Transaction_ID,Date, Customer_ID,Customer_Name,Customer_Gender,Customer_Region,Category ,Price,Discount_Amount,Quantity ,Payment_Method,Store_Location,Online/Offline, Product_Rating
T000707,2023-03-01,C1464,Kimberly Miller,Male,East,Clothing,694.09,1.26,7.0,Online Payment,Store B,Online,
T000708,2024-09-10,C1482,Samuel Davidson,Male,East,ELECTRONIC,,7.36,1.0,Credit Card,Store B,Offline,2.6
T000709,2023-10-24,C1456,Tyler Malone,Male,West,Furniture,493.8,,10.0,Online Payment,Store A,Online,4.6
T000710,2023-06-26,C1283,Courtney Delacruz,Female,North,Clothing,,2.18,9.0,Cash,Store A,Online,
T000711,2024-05-19,C1106,Sharon Sanchez,Female,south,Electronics,,8.51,9.0,Credit Card,Store A,Offline,4.3
T000712,2024-09-21,,Paul Henderson,Male,East,Grocery,376.07,,2.0,,Store A,Online,3.7
T000713,2024-01-04,C1342,Nathan Mckee,Female,south,,189.2,5.9,2.0,Cash,Store B,Online,2.5
T000714,2024-01-14,C1424,Mr. William Davis,Male,,Furniture,858.45,13.52,7.0,Cash,Store A,Online,3.2
T000715,2024-09-25,C1079,Mark Pruitt,,NORTH,Clothing,79.1,,3.0,Online Payment,Store A,Offline,
T000716,2023-08-30,C1452,Madison Jensen,Male,NORTH,electronic,113.26,6.49,5.0,Credit Card,Store C,Online,
T000717,2023-09-08,C1198,James Estrada,Female,south,Furnitures,301.26,8.84,6.0,,Store D,Online,3.1
T000718,2024-08-22,C1084,Amy Jones,Female,North,Grocery,729.12,,7.0,Credit Card,Store D,Offline,4.9
T000719,2023-08-25,C1362,Joe King,Male,South,Clothing,995.2,8.39,6.0,Credit Card,,Online,
T000720,2024-10-21,,William Allen,,Est,ELECTRONIC,,7.57,7.0,Online Payment,Store B,Online,
T000721,2024-04-25,C1346,Ralph Glenn,Female,WST,electronic,298.33,7.68,1.0,Online Payment,Store C,Online,1.7
,2023-03-19,,Leslie Mccullough,Male,Est,Grocery,850.12,,7.0,Credit Card,Store A,Offline,1.8
T000723,2024-10-30,,Katie Wood,Female,south,Grocery,464.15,11.37,,Debit Card,Store C,,1.9
T000724,2023-06-06,,James Arias,Male,East,electronic,381.59,,7.0,Credit Card,Store D,Online,2.2
T000725,,C1129,Richard Alexander,Male,East,Grocery,402.29,,7.0,Cash,Store D,Offline,1.2
T000726,2024-04-05,C1484,Amanda Franklin,Female,North,electronic,423.05,9.73,6.0,Credit Card,Store B,Online,3.6
T000727,2024-01-20,,,Male,North,Grocery,491.41,12.76,4.0,Online Payment,Store A,,2.5
T000728,2024-05-15,C1312,Ellen Harris,Male,South,Furnitures,588.08,8.83,8.0,Debit Card,Store D,Online,4.6
T000729,2023-05-25,C1345,James White,Female,Est,Grocery,452.43,10.45,1.0,Cash,Store A,Online,2.7
T000730,2024-07-12,,Timothy Wong,Male,south,Furnitures,599.83,14.08,,,Store A,Offline,3.9
T000731,2023-02-18,C1444,Jamie Perez,Female,North,Grocery,224.6,10.68,9.0,Online Payment,Store D,Online,
T000732,2024-12-02,C1280,Jason Henry,Male,East,Furnitures,776.66,8.42,8.0,Cash,Store B,Online,4.0
T000733,2024-11-09,C1196,Mark Moody,Female,south,Electronics,158.78,6.2,10.0,Online Payment,Store B,Offline,4.6
T000734,2023-07-02,C1275,Nicholas Hoffman,Male,WST,ELECTRONIC,274.55,5.61,8.0,,Store C,Offline,4.5
T000735,2024-05-03,C1248,Donald Ellis,Female,Est,ELECTRONIC,,7.3,4.0,Debit Card,Store D,Offline,4.9
T000736,2024-06-23,C1327,Erin Russell,Female,Est,electronic,580.04,,7.0,Cash,,Online,
T000737,2024-03-30,C1304,Janice Grant,Female,WST,electronic,387.93,,,Cash,Store B,Offline,4.4
T000738,2023-04-28,C1058,Brett Jenkins,Male,West,electronic,974.63,,5.0,Online Payment,Store D,Offline,1.3
T000739,2024-05-25,C1158,Keith Barker,Male,North,Furnitures,440.29,8.67,7.0,Credit Card,Store D,Online,3.4
T000740,2024-08-20,C1071,John Erickson,Female,WST,Grocery,678.81,8.59,9.0,Debit Card,Store B,Offline,2.4
T000741,2024-05-10,C1243,Cynthia Taylor,Male,WST,Clothing,580.43,8.11,9.0,Credit Card,,Online,2.6
T000742,2024-12-27,C1497,Tasha Hall,Male,NORTH,Grocery,91.06,,8.0,Cash,Store B,Online,3.8
T000743,2024-01-28,,Joshua Johnson,Female,south,electronic,192.45,12.54,7.0,,Store D,Offline,2.0
T000744,2024-07-15,C1061,Mr. Douglas Bryant,Male,West,electronic,624.06,11.03,3.0,Credit Card,Store B,Online,1.7
T000745,2023-06-28,C1472,Sara Mckee,,Est,electronic,981.85,4.03,3.0,Debit Card,Store D,Online,4.7
T000746,2024-09-27,C1344,James Shaw,,,Clothing,983.97,8.92,2.0,Online Payment,Store D,Online,1.5
T000747,2024-08-11,,William Vang,Male,Est,Electronics,474.4,13.07,8.0,Credit Card,Store D,Online,
T000748,2024-05-24,C1144,Richard Liu,Male,,Furnitures,698.41,,4.0,Online Payment,Store D,Online,5.0
T000749,2024-05-13,C1413,Daniel Collins,Female,,Electronics,738.34,8.13,4.0,Debit Card,Store B,Online,4.8
T000750,2023-09-30,C1354,Zoe Luna,Male,south,Furniture,84.49,1.98,3.0,Credit Card,Store B,Online,
,2023-05-14,C1162,Michael Franklin,Male,East,Grocery,237.23,4.31,6.0,Cash,Store B,Online,
T000752,2023-03-29,C1262,Alyssa Weeks,Male,south,ELECTRONIC,882.22,,5.0,Credit Card,Store C,Offline,3.2
T000753,2024-03-21,C1055,Juan Davis,Male,West,Electronics,972.93,8.12,4.0,Online Payment,Store C,Online,3.2
T000754,2023-11-29,C1100,Madison Thomas,Male,south,Electronics,282.78,,4.0,Online Payment,Store B,,2.1
T000755,2023-03-04,C1332,Kurt Thomas,Male,West,Clothing,398.79,12.83,1.0,Cash,Store C,Offline,3.2
T000756,2023-07-17,C1294,Robin Miller,Male,Est,ELECTRONIC,341.44,,10.0,Cash,Store B,Online,
T000757,2024-12-04,C1340,Charlene Bullock,Female,East,Electronics,360.17,3.51,6.0,Credit Card,Store B,Online,4.1
T000758,2024-06-02,C1363,,Female,East,ELECTRONIC,549.79,12.65,10.0,Credit Card,Store C,,1.8
T000759,2023-10-02,C1254,Brian King,Female,South,Furnitures,887.85,8.38,10.0,Online Payment,Store B,Online,4.8
T000760,2023-04-27,C1109,Sarah Patel,Female,WST,electronic,487.7,7.5,7.0,Debit Card,Store A,Online,3.8
T000761,2024-04-24,C1020,Lisa Phelps,Male,South,Electronics,759.44,14.6,10.0,Debit Card,Store D,Online,1.2
T000762,2024-04-23,C1048,Mary Day,Female,Est,Furnitures,781.39,11.23,2.0,Credit Card,Store A,,4.7
T000763,2024-04-23,C1421,Cynthia Williams,Female,south,Grocery,533.96,9.39,4.0,Online Payment,Store A,Online,4.3
T000764,2023-04-17,C1215,Samantha Ward,Male,south,Electronics,,,5.0,Online Payment,Store C,Offline,4.4
T000765,2024-02-01,C1108,Courtney Villegas,Male,West,Clothing,279.39,13.84,3.0,Cash,Store B,Online,1.6
T000766,2023-03-28,C1303,Melissa Jackson,Female,WST,,402.33,,4.0,Online Payment,Store A,Offline,1.1
T000767,2024-01-18,C1183,Rose Mason,Male,North,Furnitures,361.24,4.78,,Credit Card,Store A,Online,4.0
T000768,,C1019,David Williams,Female,East,ELECTRONIC,30.32,10.33,1.0,Online Payment,Store C,Online,4.9
T000769,2024-07-03,C1014,Jacob Johnston,Female,south,Electronics,763.03,0.64,1.0,Credit Card,Store B,Offline,2.2
,2023-09-01,C1039,Anna Thomas,Male,East,electronic,108.92,,6.0,Credit Card,Store B,Online,2.0
T000771,,C1474,Michael Short,Male,South,electronic,557.34,1.86,8.0,Cash,Store A,Offline,2.0
T000772,2023-06-28,C1396,Victoria Taylor,Female,South,electronic,287.49,1.35,,Online Payment,Store D,Offline,3.9
T000773,2023-03-10,C1311,Jacob Parker,Female,South,Grocery,557.41,,4.0,Debit Card,Store B,,3.9
T000774,2023-12-27,C1120,Ashley Stephens,Female,West,Clothing,740.96,8.49,,Credit Card,Store D,Offline,
T000775,2023-11-21,C1138,John Mills,Male,Est,Furniture,454.92,3.33,6.0,Online Payment,Store C,Online,4.5
T000776,2024-02-12,C1012,Emily Hansen,Female,,Clothing,296.11,8.85,1.0,,Store B,Offline,2.2
T000777,2023-09-12,C1283,Heidi Hudson,Female,South,Clothing,760.73,,10.0,Credit Card,Store D,,1.9
T000778,2023-06-25,C1103,Donald Smith,Male,North,Furniture,313.38,0.11,1.0,Cash,Store D,Online,2.9
T000779,2023-10-30,C1356,Rachael Booker,,South,Clothing,454.52,6.16,1.0,Debit Card,Store A,Offline,2.2
T000780,2024-10-20,C1238,Derrick Miller,,,Clothing,718.38,5.64,1.0,Credit Card,Store A,Online,3.7
T000781,2023-12-30,C1360,Patrick Alexander,Female,East,ELECTRONIC,462.4,5.62,10.0,Cash,,Offline,3.3
T000782,2024-05-19,C1047,Anthony Collins,Female,East,Furniture,755.68,9.26,,Cash,Store A,Online,2.7
T000783,2024-04-15,C1230,Joshua Smith,Male,South,Grocery,861.1,,3.0,Credit Card,Store A,Online,4.3
,2024-09-01,C1316,Miguel Brewer,Female,North,electronic,216.99,2.97,,Online Payment,,Offline,
T000785,2023-01-28,C1240,Nichole Hall,Male,South,electronic,354.85,14.96,,Cash,Store B,Offline,1.9
T000786,2023-02-01,C1261,Amanda Reed,Male,West,Clothing,827.51,5.96,6.0,Debit Card,Store B,Offline,3.9
T000787,2023-11-14,C1168,,,Est,,551.58,14.44,,Debit Card,Store D,Online,2.0
,,C1029,Margaret Smith,Male,East,Furniture,233.7,11.03,5.0,Debit Card,Store A,Offline,1.9
T000789,2023-03-26,C1362,Emily Murphy,Male,NORTH,Furnitures,650.54,13.21,5.0,Online Payment,Store B,Online,4.7
T000790,2023-07-18,C1337,,Female,NORTH,Grocery,776.15,,7.0,Credit Card,Store B,Offline,3.2
T000791,2024-11-21,C1252,Sheryl Franklin,Female,Est,Clothing,493.84,1.81,6.0,Credit Card,Store B,Offline,
T000792,2023-07-15,C1018,Patricia Martinez,Male,West,ELECTRONIC,537.03,12.9,6.0,Cash,Store C,Online,
T000793,2023-10-14,C1102,Dawn Franklin,,West,Clothing,241.86,7.48,4.0,Online Payment,Store B,Online,2.5
T000794,2023-10-10,C1348,Gregory Fry,Male,East,Electronics,478.16,,2.0,Credit Card,Store C,Online,4.7
T000795,2024-10-26,C1257,Ryan Larson,Female,West,,363.38,1.07,6.0,Cash,Store B,Offline,1.6
T000796,2024-10-26,C1366,Nancy Howard,Female,Est,,52.5,10.25,2.0,Online Payment,Store B,Offline,3.5
T000797,2023-10-15,C1372,,Female,Est,Clothing,409.06,5.57,3.0,Debit Card,Store B,Offline,2.8
T000798,2024-08-06,C1104,Kristine Morton,Male,Est,ELECTRONIC,,14.76,10.0,Online Payment,Store B,Online,1.3
T000799,2023-02-20,C1275,Mrs. Anna Morton,Female,North,Furnitures,242.75,,6.0,Cash,,Offline,3.3
,2023-08-23,C1327,Lance Sanders MD,Male,south,Furnitures,729.56,2.82,3.0,Online Payment,Store A,Online,
T000801,,C1009,Anthony Kline,Female,North,Grocery,713.67,9.33,4.0,Online Payment,Store A,Offline,2.6
,2024-08-28,C1030,Gail Brady,,Est,ELECTRONIC,661.1,8.09,5.0,Credit Card,Store D,Online,4.0
T000803,2024-03-06,C1406,Cathy Gibson,Male,Est,Grocery,578.69,8.99,6.0,Debit Card,Store B,,2.1
T000804,2024-03-08,C1084,,Male,NORTH,Furniture,652.81,9.52,2.0,Cash,Store C,Offline,
T000805,2024-02-05,C1301,,Female,East,Clothing,887.06,,7.0,Debit Card,Store A,Online,4.6
T000806,2023-01-02,C1316,Maxwell Chang,Female,NORTH,Clothing,949.39,9.5,10.0,Online Payment,Store C,Offline,
T000807,2023-05-13,C1164,James Ortiz,Female,North,Furniture,272.8,,7.0,Debit Card,Store A,Offline,4.5
T000808,2023-06-01,C1322,Miss Olivia Rivera,Male,WST,ELECTRONIC,334.49,9.86,3.0,,Store A,Online,4.1
T000809,2024-06-24,C1361,Brian Murray,Female,WST,,320.59,0.01,8.0,Credit Card,Store D,Online,4.1
T000810,2024-07-18,C1449,Jennifer Jackson,Female,Est,ELECTRONIC,891.03,14.32,,Online Payment,Store C,Offline,3.1
T000811,2024-07-31,C1249,Teresa Gomez,Male,south,,518.89,6.07,,Debit Card,Store C,Offline,3.9
T000812,2024-05-22,C1180,Anna Fowler,Male,south,Clothing,113.89,6.76,8.0,Cash,Store D,Offline,1.9
T000813,2023-08-31,C1466,Danielle Newman,Female,south,Clothing,113.65,2.82,4.0,Credit Card,Store A,Offline,2.8
T000814,2023-02-16,C1294,Austin Lopez,Female,East,Furnitures,607.2,11.91,7.0,Online Payment,Store A,Online,1.9
T000815,2024-10-15,C1398,Bonnie Jennings,Male,South,electronic,350.01,14.32,,Online Payment,Store C,Offline,2.7
T000816,2023-01-20,C1304,Christine Garcia,Female,North,ELECTRONIC,287.05,0.24,6.0,Debit Card,Store B,Offline,1.5
T000817,2024-07-05,C1482,Jason Edwards,Female,WST,Grocery,236.78,,,Online Payment,,Offline,1.1
T000818,2023-09-24,C1179,Jennifer White,Male,North,electronic,284.43,13.83,6.0,Online Payment,Store B,Offline,2.6
T000819,2024-01-08,C1205,Kevin Hunter,Female,,ELECTRONIC,428.55,4.57,,Credit Card,Store A,Online,2.0
T000820,2024-05-24,C1312,Brianna Johnson,Female,North,Electronics,980.5,,5.0,Online Payment,Store A,Offline,4.3
T000821,2023-07-01,C1065,Jeremy Bowers,Male,NORTH,electronic,778.9,5.95,2.0,Debit Card,Store B,Online,2.1
T000822,2024-03-26,C1022,Kimberly Martinez,Male,South,Clothing,287.84,3.78,8.0,Debit Card,,,
T000823,2024-01-24,,Lori Smith,Female,south,Clothing,653.66,,1.0,Credit Card,Store B,Offline,
T000824,2024-03-21,C1192,Patrick Rodriguez,Female,South,Clothing,305.38,10.75,7.0,Debit Card,Store C,Offline,
T000825,2024-02-20,C1210,Monica Burke,Male,North,Furniture,688.09,3.34,3.0,Credit Card,Store A,Offline,2.6
T000826,2024-03-27,C1391,Angela Wallace,Female,North,Furnitures,539.77,2.28,1.0,Debit Card,Store D,Online,
T000827,2024-12-23,C1462,John Henson,Male,Est,electronic,543.81,9.98,4.0,Cash,Store D,Online,1.8
T000828,2024-08-14,,Justin Wade,Female,,Furniture,,1.47,2.0,Cash,,Offline,4.0
T000829,2024-09-23,C1248,Charles Jensen,Female,South,,664.13,,4.0,Online Payment,Store C,Offline,
T000830,2024-06-30,C1176,Laura Manning,Male,West,Grocery,599.34,1.27,8.0,Debit Card,Store D,,3.8
T000831,2024-05-12,C1137,Christopher Pena,Male,South,Grocery,91.35,1.77,5.0,Online Payment,Store A,Offline,3.9
T000832,2023-04-30,C1324,Kristen Adams,Male,Est,Grocery,490.65,,9.0,Cash,Store D,Offline,4.2
T000833,2024-06-04,,Christopher Bell,Female,,Furnitures,839.73,10.42,9.0,Credit Card,Store A,Offline,1.5
T000834,2023-06-30,C1136,Kristin Small,Female,Est,Grocery,846.76,3.71,4.0,Debit Card,Store B,Offline,
T000835,2024-09-09,C1019,Charles Davis,Female,WST,Furnitures,861.67,,5.0,Credit Card,Store D,,1.5
T000836,2024-11-14,C1366,Jared Thornton,Female,south,electronic,,8.27,3.0,Debit Card,Store D,Online,4.9
T000837,2023-02-03,C1153,Katherine Young,Female,,Clothing,708.38,11.4,3.0,Credit Card,Store B,Online,3.1
T000838,2024-11-14,C1018,Diana Wilson,Male,West,ELECTRONIC,962.8,5.6,6.0,Online Payment,,Online,1.3
T000839,2024-04-11,C1211,Matthew Carter,Female,south,ELECTRONIC,584.82,14.88,5.0,Cash,Store B,Online,1.5
T000840,2024-10-01,,Amanda Saunders,Female,South,electronic,749.56,0.23,1.0,Credit Card,Store B,Online,3.4
T000841,2023-06-14,C1409,Mr. Curtis Vazquez,Female,Est,electronic,502.2,4.9,5.0,Cash,Store C,Online,3.8
T000842,2024-09-11,C1343,Katie Perez,Male,South,ELECTRONIC,182.02,2.23,,Credit Card,Store B,Offline,5.0
T000843,2024-08-07,C1140,Stacey Johnson,Female,East,Electronics,161.05,,8.0,Credit Card,Store B,Offline,4.1
T000844,2023-05-03,C1476,Mr. Jose Hanson,Female,East,Furniture,532.97,0.25,7.0,Credit Card,Store A,Online,4.2
T000845,2023-06-27,,Danny Perez,Female,West,Clothing,333.32,,6.0,Credit Card,Store C,Online,4.7
T000846,,C1217,Bruce Austin,Female,Est,electronic,569.31,,7.0,Credit Card,Store B,Offline,3.5
T000847,2024-01-13,C1302,Rodney Gomez,Female,North,Grocery,274.54,3.63,8.0,Credit Card,Store B,Offline,1.3
T000848,2024-01-19,C1267,Christina Jensen,Male,Est,Grocery,573.68,,4.0,Debit Card,Store B,Offline,1.4
T000849,2024-01-08,C1178,Gary Lopez,Female,North,Grocery,514.36,0.64,6.0,Online Payment,Store C,Offline,4.1
T000850,2024-07-18,C1490,,,,Clothing,204.74,10.91,8.0,Credit Card,Store D,Online,4.2
T000851,2023-05-09,C1266,,Male,WST,Furniture,169.3,,6.0,Credit Card,Store B,Online,2.6
T000852,2023-07-17,C1230,Cody Evans,Female,,ELECTRONIC,336.97,8.91,2.0,Credit Card,Store B,Online,3.2
T000853,2023-04-23,C1045,Justin Arnold II,Male,West,Grocery,97.7,,1.0,Cash,Store C,Offline,
T000854,2023-09-30,C1223,Amy Brady,Female,West,ELECTRONIC,106.87,6.25,9.0,,Store A,Offline,
T000855,2024-03-28,C1307,Susan Bishop,Male,South,ELECTRONIC,,,1.0,Online Payment,Store C,Offline,1.3
T000856,2023-10-13,C1480,Jessica Mathis,Female,East,Furnitures,390.82,0.89,4.0,Debit Card,Store B,Offline,4.7
T000857,2024-05-26,C1431,Denise Todd,Male,NORTH,Electronics,,5.17,8.0,Online Payment,Store A,Offline,4.3
T000858,2024-01-28,C1195,Maria Bowers,Male,south,ELECTRONIC,158.12,4.52,4.0,Credit Card,Store D,Online,
T000859,2024-07-09,C1296,,,East,Furniture,742.98,5.54,,Debit Card,Store A,Offline,
T000860,2023-09-29,C1114,John Hill,Male,WST,Furnitures,,10.54,1.0,Online Payment,Store D,Online,2.3
T000861,2024-09-16,C1034,Rhonda Wise,Female,south,,299.72,5.61,5.0,Online Payment,,Offline,
T000862,2023-02-28,C1473,Alexander Moon,Female,South,Furnitures,49.71,12.4,3.0,Online Payment,Store C,,4.6
T000863,2024-07-25,C1011,Victoria Bailey,,south,Grocery,387.68,10.36,7.0,Online Payment,Store D,Offline,3.6
T000864,2023-07-31,C1143,Thomas Barker,,South,Electronics,25.06,1.97,8.0,Cash,,Online,4.3
T000865,2024-04-06,C1148,Carolyn Mcbride,Female,Est,Furniture,495.34,,,Online Payment,Store C,Offline,1.1
T000866,2024-12-08,C1443,Kevin Price,Male,NORTH,Clothing,22.99,3.74,10.0,Credit Card,Store C,Offline,3.2
T000867,2023-09-13,,Mitchell Robbins,Male,,,941.41,6.98,5.0,,Store C,Offline,2.7
T000868,2024-12-22,C1396,Michelle Benton,Male,Est,electronic,349.46,9.03,1.0,Online Payment,Store D,Offline,4.2
T000869,2023-08-11,C1342,Charles Bell,Female,south,Furniture,376.31,5.05,8.0,Credit Card,Store D,Offline,3.0
T000870,2024-02-13,C1348,Michael Williams,Male,North,Electronics,768.9,,1.0,Online Payment,Store A,Offline,3.1
T000871,2024-02-14,C1402,,Female,South,Furnitures,,,6.0,Cash,,Offline,3.6
T000872,2023-01-03,C1194,Gabriel Gordon,,,Clothing,511.67,13.08,2.0,Credit Card,Store B,Offline,1.2
T000873,2024-03-22,C1128,Kevin Spence,Female,West,Clothing,886.23,4.05,3.0,Cash,,Online,2.1
T000874,2024-11-20,C1287,Sarah Russell,Female,South,electronic,13.22,,1.0,Credit Card,Store D,Online,
T000875,2023-10-26,C1111,Richard Pearson,Male,south,Clothing,729.78,11.38,1.0,,Store C,Online,
T000876,2023-12-02,C1048,,Female,south,Furnitures,729.01,,1.0,Debit Card,Store B,Offline,
T000877,2024-08-14,C1302,Marie Arias,Female,Est,Grocery,392.97,0.09,3.0,Cash,Store C,Online,
T000878,,C1059,Nathan Williams,Female,,Electronics,164.21,6.73,10.0,Debit Card,Store B,Online,4.5
,2023-09-07,C1398,Vincent Allen,,south,Grocery,221.43,,3.0,Debit Card,Store A,Offline,4.5
T000880,2023-10-11,C1172,Kevin Cole,Female,South,Electronics,,6.62,7.0,Debit Card,Store A,Online,
T000881,2024-10-16,,Ronnie Miller,,Est,Clothing,304.72,,8.0,Credit Card,Store A,Offline,4.6
T000882,2023-04-21,C1255,Alejandro Shepard,Male,South,electronic,992.77,14.9,9.0,Credit Card,Store C,Offline,3.3
T000883,2023-10-13,,,Male,South,Furniture,257.11,,9.0,Cash,Store D,Offline,2.9
T000884,2024-04-24,,Lauren Turner,Male,Est,electronic,,7.67,10.0,Debit Card,Store A,Offline,2.2
T000885,2024-01-28,C1071,Steven Sanders,Female,,ELECTRONIC,,2.63,5.0,Online Payment,Store B,Offline,2.6
T000886,2024-03-01,C1199,Alyssa Powell,Male,North,ELECTRONIC,111.72,,,Debit Card,Store D,Online,
T000887,2024-02-08,C1066,Sarah Johnson,Female,North,Furnitures,726.08,,2.0,Credit Card,Store D,Online,3.9
T000888,2023-03-02,,Caroline Barber DVM,Male,Est,Furnitures,853.49,8.01,3.0,Cash,,Offline,2.7
T000889,2024-01-26,C1238,Mrs. Stephanie Rojas,Female,South,Grocery,391.48,8.65,6.0,Debit Card,Store B,Offline,2.6
T000890,2024-01-19,C1025,Mark Hill MD,Male,West,ELECTRONIC,432.79,,4.0,Credit Card,Store B,Offline,3.5
T000891,2024-04-30,C1466,Adrian Stephenson,Male,West,Furnitures,62.65,6.56,7.0,Cash,,Offline,4.8
T000892,2023-12-13,C1373,Albert Hughes,Female,NORTH,Furniture,55.69,4.72,9.0,Debit Card,Store D,Online,
T000893,2023-03-15,C1255,April Obrien,Female,West,electronic,,,8.0,Cash,Store B,Offline,1.1
T000894,2023-05-09,C1406,Rhonda Roberts,Male,south,Furniture,475.6,14.73,,Cash,Store C,Offline,1.6
,2024-09-11,C1414,Hunter Woodward,Female,NORTH,Electronics,979.87,,1.0,Online Payment,Store B,Offline,2.0
T000896,2024-01-08,C1204,Cole Perkins,Male,,Furniture,786.91,9.97,9.0,Cash,Store D,Online,3.3
T000897,2024-10-15,C1333,Melinda Davis,Male,south,Electronics,839.28,12.9,6.0,Credit Card,Store D,Offline,4.1
T000898,2023-10-23,C1273,Jesse Knight,Male,West,Furnitures,185.28,8.31,9.0,Cash,Store B,Online,
T000899,2024-06-06,C1243,Kayla Williams,,NORTH,Clothing,149.45,,8.0,Cash,,Online,2.4
,2024-05-04,,Katherine Adams,Male,WST,Furniture,233.44,4.2,3.0,Cash,,Online,4.5
T000901,2023-10-18,C1066,Rachel Black,Female,NORTH,Clothing,610.66,6.57,4.0,Cash,Store B,Offline,
T000902,,C1220,David Matthews,,Est,electronic,765.95,14.49,2.0,Credit Card,Store D,Online,4.4
T000903,2023-10-07,,Joseph Wilcox,Female,WST,Furnitures,27.06,4.58,8.0,Debit Card,,Offline,2.6
T000904,2024-01-09,,Leah Lane,Male,NORTH,Furnitures,103.37,1.96,6.0,Debit Card,Store D,Offline,2.3
T000905,2023-06-22,C1280,Garrett Butler,Female,South,Electronics,308.1,,8.0,Online Payment,Store C,Offline,1.8
T000906,2023-07-24,C1215,Janice Valdez,Female,East,Furniture,484.88,14.59,,Debit Card,Store B,Offline,
T000907,2023-02-12,C1140,Tracy Sherman,Female,South,electronic,,6.52,8.0,Credit Card,Store B,,4.2
T000908,2024-12-01,C1326,Matthew Brooks,Female,,ELECTRONIC,,5.32,,Debit Card,Store C,Offline,2.8
T000909,2023-03-02,C1309,Bryan Foley,Male,WST,,228.39,9.06,3.0,Credit Card,Store B,Offline,4.5
T000910,2024-10-02,C1203,Derek Guzman,Female,South,Furniture,794.53,11.74,5.0,Debit Card,,Offline,3.0
T000911,2023-06-21,C1305,David Young,Male,south,electronic,232.7,8.76,3.0,Online Payment,Store C,Online,
,2024-10-05,C1018,Michelle Lester,Female,West,electronic,664.61,7.92,,Credit Card,Store D,Offline,4.2
T000913,2023-11-17,,Steven Carey,Female,East,Electronics,817.97,7.54,2.0,Online Payment,Store A,Online,4.1
,2024-05-21,C1257,Alisha Bush,Male,south,Clothing,687.35,,10.0,Credit Card,Store D,Online,1.2
T000915,2023-09-26,C1223,Teresa Mendoza,Female,East,Furniture,865.24,3.34,6.0,Cash,Store D,Online,
T000916,2023-07-12,C1167,Jacqueline Potter,Female,East,ELECTRONIC,349.79,9.45,1.0,,,Offline,4.9
T000917,2024-05-30,C1417,Amber Rodriguez,Male,East,ELECTRONIC,179.48,5.2,1.0,Cash,Store B,Offline,2.5
T000918,,C1268,Donna Smith,Male,South,Furnitures,592.57,12.34,5.0,Online Payment,Store A,Offline,2.3
T000919,2024-10-30,C1238,Natalie Cook,Male,WST,Electronics,146.25,10.73,6.0,Debit Card,Store B,Offline,4.8
T000920,2023-06-14,C1143,Jonathan Gilbert,,East,Clothing,824.28,,1.0,Debit Card,Store C,Online,2.5
T000921,2024-08-19,,,Female,Est,ELECTRONIC,112.66,4.11,3.0,,Store A,Offline,4.8
T000922,2024-05-10,C1319,Gabriel Schwartz,Male,Est,Clothing,311.3,1.82,5.0,Cash,Store B,Online,2.7
,2024-04-28,C1197,Henry Manning,Male,south,electronic,131.42,4.26,7.0,Cash,Store C,Offline,2.0
T000924,2023-11-30,C1458,Eric Sherman,Female,Est,Clothing,640.04,,4.0,Online Payment,Store B,Offline,1.8
T000925,2023-06-10,C1478,Lisa Pham,Male,south,Electronics,501.17,,9.0,Credit Card,Store A,Offline,3.4
T000926,2023-02-23,C1365,Keith Padilla,Male,East,Electronics,934.64,7.62,5.0,Credit Card,Store C,Online,3.6
T000927,2024-06-19,C1285,,Male,West,ELECTRONIC,931.05,0.07,4.0,Cash,Store B,Online,4.6
T000928,2023-02-28,C1193,Sheryl Graham,Female,West,Grocery,691.98,,4.0,Credit Card,Store A,Offline,3.5
T000929,2024-10-11,C1447,Joseph Andrews,Male,North,Furnitures,571.78,,3.0,Online Payment,Store A,Online,
T000930,2024-04-24,C1060,Tanya Johnson MD,Female,East,,367.07,6.23,1.0,Online Payment,Store C,Online,3.1
T000931,2024-02-17,C1355,Christine Henson,Male,Est,Electronics,921.73,13.75,,Online Payment,,Online,3.9
T000932,2024-02-28,C1139,Sean Woods,Male,WST,,344.06,13.84,7.0,Debit Card,Store D,Online,1.3
T000933,2023-08-28,C1422,Nancy Ingram,Male,Est,,502.7,6.95,1.0,Debit Card,Store A,Online,4.2
T000934,,C1120,Maurice Johnson,Female,West,electronic,77.03,,5.0,Cash,Store B,Offline,
T000935,2023-02-18,C1469,Christina Coleman,Male,south,Clothing,309.27,4.87,3.0,Online Payment,Store B,Online,3.6
T000936,2024-05-07,C1225,Jason Ellis,Female,Est,Furnitures,659.14,,7.0,Debit Card,,,4.7
T000937,2023-12-22,C1449,Sydney Davis,Male,East,Electronics,877.65,6.81,2.0,Credit Card,Store D,Online,
T000938,2024-02-04,C1220,Keith Park,Female,West,Clothing,77.14,,9.0,Credit Card,Store C,Offline,4.8
,2024-12-16,C1333,Zachary Wagner,Male,Est,Electronics,825.21,11.4,,Credit Card,,Online,
T000940,2023-05-23,C1263,Toni Ruiz,Male,south,Grocery,18.55,2.38,2.0,,Store D,Online,4.8
T000941,2024-04-15,C1223,Michelle Garcia,Female,East,electronic,,12.87,8.0,,,Online,4.0
T000942,2023-12-23,C1465,Patricia Davis,Female,North,,851.35,11.27,9.0,,Store D,Online,2.6
